Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,City,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Payment Method
ORD-2312,2022-08-29,2022-09-01,CUST-531,Susan Brown,Consumer,Pakistan,Islamabad,Central,P-599,Electronics,Accessories,Gaming Mouse,809.0,1,0.06,85.56,Credit Card
ORD-3218,2022-08-30,2022-09-04,CUST-112,Jay White,Home Office,Pakistan,Hyderabad,South,P-124,Furniture,Storage,Filing Cabinet,1772.0,4,0.05,412.57,Credit Card
ORD-3603,2022-08-30,2022-09-03,CUST-725,Mary Maxwell,Consumer,Pakistan,Multan,West,P-911,Electronics,Phones,iPhone 13,2568.0,3,0.19,432.03,Credit Card
ORD-1510,2022-08-30,2022-09-01,CUST-700,Caroline Brooks,Consumer,Pakistan,Rawalpindi,North,P-421,Office Supplies,Paper,A4 Printing Paper,580.0,5,0.02,198.5,Cash
ORD-2491,2022-08-31,2022-09-05,CUST-969,Sandra French,Consumer,Pakistan,Hyderabad,South,P-186,Electronics,Phones,iPhone 13,2170.0,2,0.11,310.4,Credit Card
ORD-3740,2022-09-01,2022-09-03,CUST-917,Mathew Barnes,Corporate,Pakistan,Islamabad,Central,P-775,Office Supplies,Paper,A4 Printing Paper,23.0,1,0.14,6.85,Bank Transfer
ORD-2603,2022-09-02,2022-09-06,CUST-166,Kristi Jackson,Corporate,Pakistan,Faisalabad,East,P-255,Office Supplies,Pens,Premium Pen Pack,724.0,4,0.03,135.77,Bank Transfer
ORD-3801,2022-09-02,2022-09-03,CUST-292,David Johnston,Consumer,Pakistan,Faisalabad,East,P-972,Office Supplies,Pens,Premium Pen Pack,716.0,4,0.14,156.05,Credit Card
ORD-2405,2022-09-02,2022-09-07,CUST-299,Brenda Poole,Home Office,Pakistan,Sialkot,East,P-502,Electronics,Phones,iPhone 13,1802.0,2,0.08,341.34,Credit Card
ORD-2219,2022-09-03,2022-09-05,CUST-149,Jeffery Lee,Corporate,Pakistan,Islamabad,Central,P-872,Electronics,Accessories,Wireless Earbuds,2504.0,4,0.16,280.09,Bank Transfer
ORD-1262,2022-09-03,2022-09-07,CUST-584,Savannah Castillo,Consumer,Pakistan,Lahore,North,P-696,Technology,Monitors,Samsung Monitor,2301.0,3,0.06,645.02,Cash
ORD-2407,2022-09-03,2022-09-07,CUST-611,Lisa Woodard,Home Office,Pakistan,Sialkot,East,P-310,Office Supplies,Paper,A4 Printing Paper,75.0,5,0.05,22.7,Bank Transfer
ORD-2260,2022-09-03,2022-09-07,CUST-389,Natalie Ramirez,Home Office,Pakistan,Islamabad,Central,P-477,Electronics,Phones,iPhone 13,5600.0,4,0.09,1161.93,Bank Transfer
ORD-2052,2022-09-04,2022-09-07,CUST-522,Scott Shelton,Home Office,Pakistan,Multan,West,P-171,Furniture,Tables,Office Desk,198.0,1,0.06,31.52,Debit Card
ORD-1792,2022-09-04,2022-09-09,CUST-296,Caroline Terrell,Home Office,Pakistan,Faisalabad,East,P-877,Technology,Monitors,Samsung Monitor,11620.0,5,0.14,2441.31,Credit Card
ORD-2581,2022-09-04,2022-09-07,CUST-266,Jeffrey Harris,Home Office,Pakistan,Rawalpindi,North,P-491,Electronics,Accessories,Wireless Earbuds,1980.0,2,0.05,376.83,Cash
ORD-2851,2022-09-05,2022-09-08,CUST-549,James Morgan,Home Office,Pakistan,Quetta,West,P-595,Office Supplies,Binders,Document Binder Set,668.0,4,0.08,178.25,Cash
ORD-3129,2022-09-06,2022-09-11,CUST-192,Matthew Gonzalez,Corporate,Pakistan,Lahore,North,P-727,Technology,Tablets,iPad Air,6228.0,4,0.12,988.69,Cash
ORD-1931,2022-09-07,2022-09-10,CUST-724,Kelly Morris,Corporate,Pakistan,Lahore,North,P-399,Furniture,Storage,Filing Cabinet,3160.0,5,0.14,858.73,Bank Transfer
ORD-3595,2022-09-07,2022-09-11,CUST-201,Dawn Mccall,Home Office,Pakistan,Islamabad,Central,P-309,Technology,Laptops,Dell Inspiron,9560.0,5,0.06,2518.29,Credit Card
ORD-2624,2022-09-09,2022-09-12,CUST-132,Douglas Jones,Home Office,Pakistan,Islamabad,Central,P-535,Technology,Tablets,iPad Air,4696.0,4,0.1,501.83,Debit Card
ORD-1833,2022-09-10,2022-09-13,CUST-910,Larry Gill,Corporate,Pakistan,Quetta,West,P-514,Office Supplies,Pens,Premium Pen Pack,19.0,1,0.09,5.0,Cash
ORD-2369,2022-09-11,2022-09-16,CUST-909,Janet Hoover,Corporate,Pakistan,Sialkot,East,P-408,Furniture,Storage,Filing Cabinet,4760.0,5,0.04,486.44,Cash
ORD-3269,2022-09-12,2022-09-17,CUST-662,Christopher English,Corporate,Pakistan,Karachi,South,P-463,Electronics,Accessories,Gaming Mouse,2584.0,2,0.09,606.89,Bank Transfer
ORD-1917,2022-09-12,2022-09-16,CUST-672,Cory Smith,Corporate,Pakistan,Faisalabad,East,P-884,Furniture,Chairs,Office Chair,303.0,3,0.03,61.01,Cash
ORD-2716,2022-09-13,2022-09-17,CUST-963,Emily Ellison,Consumer,Pakistan,Hyderabad,South,P-206,Electronics,Phones,iPhone 13,2810.0,5,0.09,805.82,Credit Card
ORD-1132,2022-09-14,2022-09-15,CUST-458,Courtney Reed,Consumer,Pakistan,Faisalabad,East,P-439,Technology,Tablets,iPad Air,5980.0,5,0.05,1133.77,Bank Transfer
ORD-3491,2022-09-15,2022-09-19,CUST-737,John Bailey,Consumer,Pakistan,Hyderabad,South,P-726,Technology,Laptops,Dell Inspiron,6424.0,4,0.05,812.57,Credit Card
ORD-2076,2022-09-15,2022-09-17,CUST-359,Jacob Taylor,Corporate,Pakistan,Hyderabad,South,P-296,Furniture,Storage,Filing Cabinet,219.0,1,0.1,46.42,Cash
ORD-2015,2022-09-15,2022-09-16,CUST-826,Carmen Evans,Consumer,Pakistan,Multan,West,P-606,Electronics,Accessories,Wireless Earbuds,997.0,1,0.11,295.26,Cash
ORD-1279,2022-09-16,2022-09-17,CUST-807,Eric Wallace,Consumer,Pakistan,Rawalpindi,North,P-167,Office Supplies,Pens,Premium Pen Pack,62.0,1,0.06,10.2,Debit Card
ORD-2384,2022-09-17,2022-09-18,CUST-104,Carol Perez,Home Office,Pakistan,Lahore,North,P-133,Furniture,Storage,Filing Cabinet,872.0,1,0.12,162.94,Credit Card
ORD-2045,2022-09-19,2022-09-20,CUST-481,Mr. Phillip Palmer,Corporate,Pakistan,Islamabad,Central,P-379,Technology,Tablets,iPad Air,2200.0,2,0.17,408.56,Bank Transfer
ORD-1813,2022-09-19,2022-09-21,CUST-791,Ms. Kristin Walsh,Home Office,Pakistan,Lahore,North,P-782,Electronics,Phones,iPhone 13,960.0,2,0.19,99.61,Cash
ORD-1413,2022-09-19,2022-09-23,CUST-606,James Green,Consumer,Pakistan,Sialkot,East,P-671,Technology,Laptops,Dell Inspiron,6651.0,3,0.12,1619.25,Debit Card
ORD-3530,2022-09-21,2022-09-25,CUST-563,Paul Allen,Home Office,Pakistan,Islamabad,Central,P-370,Furniture,Storage,Filing Cabinet,3692.0,4,0.03,750.28,Debit Card
ORD-2164,2022-09-21,2022-09-26,CUST-667,Cindy Wu,Home Office,Pakistan,Lahore,North,P-716,Office Supplies,Binders,Document Binder Set,156.0,2,0.15,20.72,Cash
ORD-2593,2022-09-21,2022-09-22,CUST-896,John Francis,Corporate,Pakistan,Sialkot,East,P-264,Furniture,Chairs,Office Chair,2035.0,5,0.17,258.99,Debit Card
ORD-1939,2022-09-21,2022-09-26,CUST-486,Taylor Huang,Corporate,Pakistan,Hyderabad,South,P-798,Office Supplies,Binders,Document Binder Set,61.0,1,0.13,5.48,Cash
ORD-2941,2022-09-22,2022-09-26,CUST-799,Pamela Smith,Consumer,Pakistan,Rawalpindi,North,P-581,Office Supplies,Paper,A4 Printing Paper,130.0,5,0.18,35.18,Bank Transfer
ORD-1682,2022-09-22,2022-09-27,CUST-787,David Long,Corporate,Pakistan,Multan,West,P-756,Technology,Monitors,Samsung Monitor,1426.0,2,0.02,163.83,Credit Card
ORD-2445,2022-09-23,2022-09-28,CUST-438,Donald Moon,Home Office,Pakistan,Multan,West,P-295,Technology,Laptops,Dell Inspiron,1988.0,2,0.06,473.16,Debit Card
ORD-3825,2022-09-23,2022-09-26,CUST-874,Elizabeth Scott,Corporate,Pakistan,Quetta,West,P-590,Technology,Laptops,Dell Inspiron,4934.0,2,0.19,635.31,Cash
ORD-3272,2022-09-24,2022-09-27,CUST-340,Cole Ruiz,Consumer,Pakistan,Rawalpindi,North,P-534,Technology,Tablets,iPad Air,1234.0,1,0.0,229.98,Cash
ORD-1882,2022-09-25,2022-09-26,CUST-112,Regina Johnson,Corporate,Pakistan,Faisalabad,East,P-918,Furniture,Tables,Office Desk,1482.0,2,0.1,422.03,Bank Transfer
ORD-2928,2022-09-26,2022-09-27,CUST-873,Alan Wyatt,Corporate,Pakistan,Sialkot,East,P-522,Furniture,Storage,Filing Cabinet,1036.0,4,0.05,341.68,Cash
ORD-2673,2022-09-26,2022-10-01,CUST-549,Michael Miller,Consumer,Pakistan,Lahore,North,P-901,Technology,Laptops,Dell Inspiron,2826.0,3,0.18,637.71,Cash
ORD-2364,2022-09-26,2022-09-30,CUST-359,Julie Valdez,Corporate,Pakistan,Faisalabad,East,P-585,Furniture,Tables,Office Desk,1654.0,2,0.12,432.97,Debit Card
ORD-1533,2022-09-26,2022-09-27,CUST-847,Monica Hunt,Consumer,Pakistan,Hyderabad,South,P-287,Electronics,Accessories,Wireless Earbuds,1380.0,2,0.08,234.27,Bank Transfer
ORD-1293,2022-09-28,2022-10-01,CUST-365,Bradley Jones,Consumer,Pakistan,Islamabad,Central,P-309,Electronics,Accessories,Gaming Mouse,1908.0,2,0.14,312.55,Cash
ORD-1514,2022-09-28,2022-09-29,CUST-263,Jerry Moore,Corporate,Pakistan,Islamabad,Central,P-247,Electronics,Phones,iPhone 13,5380.0,4,0.2,1081.9,Bank Transfer
ORD-2901,2022-09-29,2022-10-02,CUST-900,Kelly Clark,Corporate,Pakistan,Hyderabad,South,P-562,Furniture,Chairs,Office Chair,115.0,1,0.18,19.24,Bank Transfer
ORD-3681,2022-09-30,2022-10-01,CUST-676,Robert Lopez,Home Office,Pakistan,Lahore,North,P-479,Electronics,Phones,iPhone 13,5150.0,5,0.11,666.03,Credit Card
ORD-3980,2022-10-01,2022-10-02,CUST-558,Michael Lozano,Home Office,Pakistan,Rawalpindi,North,P-882,Electronics,Accessories,Wireless Earbuds,2104.0,2,0.13,217.56,Cash
ORD-1429,2022-10-05,2022-10-10,CUST-764,April Patel,Consumer,Pakistan,Rawalpindi,North,P-375,Furniture,Tables,Office Desk,640.0,1,0.15,146.35,Credit Card
ORD-1056,2022-10-05,2022-10-09,CUST-514,Margaret Cordova,Home Office,Pakistan,Islamabad,Central,P-886,Furniture,Chairs,Office Chair,3050.0,5,0.2,703.56,Cash
ORD-1786,2022-10-05,2022-10-08,CUST-862,James Lindsey,Consumer,Pakistan,Islamabad,Central,P-320,Furniture,Chairs,Office Chair,1674.0,3,0.1,520.31,Cash
ORD-2563,2022-10-06,2022-10-09,CUST-777,Manuel Montgomery,Consumer,Pakistan,Quetta,West,P-912,Technology,Monitors,Samsung Monitor,926.0,1,0.13,222.63,Debit Card
ORD-1437,2022-10-06,2022-10-09,CUST-280,Christine Walker,Corporate,Pakistan,Multan,West,P-314,Office Supplies,Paper,A4 Printing Paper,64.0,4,0.1,19.82,Bank Transfer
ORD-1288,2022-10-07,2022-10-12,CUST-916,Zachary Henderson,Home Office,Pakistan,Islamabad,Central,P-652,Furniture,Tables,Office Desk,3585.0,5,0.01,601.42,Cash
ORD-3626,2022-10-08,2022-10-11,CUST-847,Deanna Schaefer,Home Office,Pakistan,Rawalpindi,North,P-905,Technology,Laptops,Dell Inspiron,1979.0,1,0.0,680.77,Cash
ORD-1951,2022-10-08,2022-10-12,CUST-574,Micheal Little,Corporate,Pakistan,Rawalpindi,North,P-959,Office Supplies,Binders,Document Binder Set,46.0,2,0.14,6.9,Bank Transfer
ORD-3686,2022-10-09,2022-10-11,CUST-622,Anna Hall,Home Office,Pakistan,Quetta,West,P-281,Technology,Laptops,Dell Inspiron,3360.0,4,0.03,950.34,Bank Transfer
ORD-3833,2022-10-09,2022-10-12,CUST-659,Jessica Bell,Home Office,Pakistan,Rawalpindi,North,P-961,Office Supplies,Pens,Premium Pen Pack,212.0,2,0.14,51.76,Credit Card
ORD-3423,2022-10-10,2022-10-11,CUST-298,Felicia Kennedy,Corporate,Pakistan,Quetta,West,P-260,Office Supplies,Binders,Document Binder Set,24.0,1,0.03,3.83,Bank Transfer
ORD-2330,2022-10-11,2022-10-13,CUST-884,Makayla Blackwell,Home Office,Pakistan,Hyderabad,South,P-611,Furniture,Tables,Office Desk,567.0,3,0.11,53.46,Cash
ORD-1182,2022-10-11,2022-10-16,CUST-460,Kevin Fernandez,Corporate,Pakistan,Lahore,North,P-701,Technology,Tablets,iPad Air,6096.0,4,0.13,1052.57,Bank Transfer
ORD-1215,2022-10-11,2022-10-14,CUST-198,Sarah Wolfe,Consumer,Pakistan,Hyderabad,South,P-248,Furniture,Tables,Office Desk,1578.0,2,0.14,469.44,Debit Card
ORD-3679,2022-10-11,2022-10-16,CUST-472,Carolyn Davis,Consumer,Pakistan,Islamabad,Central,P-461,Electronics,Phones,iPhone 13,600.0,2,0.18,110.41,Credit Card
ORD-2294,2022-10-12,2022-10-14,CUST-950,Ross Oliver,Corporate,Pakistan,Quetta,West,P-210,Furniture,Chairs,Office Chair,245.0,1,0.12,26.36,Credit Card
ORD-1285,2022-10-13,2022-10-15,CUST-382,John Hall III,Home Office,Pakistan,Multan,West,P-747,Technology,Monitors,Samsung Monitor,2457.0,1,0.0,270.13,Cash
ORD-3323,2022-10-13,2022-10-16,CUST-180,Edwin Russell,Home Office,Pakistan,Multan,West,P-460,Technology,Tablets,iPad Air,4422.0,2,0.1,1352.69,Cash
ORD-1104,2022-10-13,2022-10-17,CUST-809,Jessica Foster,Home Office,Pakistan,Islamabad,Central,P-600,Technology,Tablets,iPad Air,1438.0,1,0.05,333.89,Credit Card
ORD-2027,2022-10-15,2022-10-19,CUST-745,Andrew Serrano,Corporate,Pakistan,Islamabad,Central,P-740,Office Supplies,Binders,Document Binder Set,81.0,3,0.04,12.45,Debit Card
ORD-1452,2022-10-15,2022-10-19,CUST-586,Brittany Huang,Home Office,Pakistan,Hyderabad,South,P-482,Technology,Tablets,iPad Air,9340.0,5,0.05,2040.95,Debit Card
ORD-1084,2022-10-16,2022-10-18,CUST-567,Joseph Anderson,Consumer,Pakistan,Karachi,South,P-831,Electronics,Accessories,Wireless Earbuds,1058.0,1,0.08,336.39,Cash
ORD-2181,2022-10-16,2022-10-21,CUST-368,Darryl Sweeney,Home Office,Pakistan,Rawalpindi,North,P-102,Furniture,Chairs,Office Chair,119.0,1,0.01,20.77,Bank Transfer
ORD-3014,2022-10-17,2022-10-22,CUST-195,Donna Hughes,Consumer,Pakistan,Faisalabad,East,P-806,Office Supplies,Binders,Document Binder Set,69.0,3,0.19,11.34,Debit Card
ORD-2674,2022-10-17,2022-10-18,CUST-111,Lindsay Lindsey,Corporate,Pakistan,Hyderabad,South,P-434,Technology,Laptops,Dell Inspiron,2016.0,1,0.11,525.0,Credit Card
ORD-2304,2022-10-17,2022-10-21,CUST-560,Sandra Watkins,Corporate,Pakistan,Faisalabad,East,P-720,Office Supplies,Binders,Document Binder Set,104.0,2,0.12,12.67,Cash
ORD-1167,2022-10-19,2022-10-23,CUST-831,Theresa Wilson,Home Office,Pakistan,Lahore,North,P-463,Office Supplies,Paper,A4 Printing Paper,780.0,4,0.15,136.83,Credit Card
ORD-3669,2022-10-19,2022-10-22,CUST-768,Derek Hill,Corporate,Pakistan,Multan,West,P-993,Technology,Tablets,iPad Air,7272.0,4,0.15,1515.92,Debit Card
ORD-2945,2022-10-20,2022-10-25,CUST-268,Evan Hayes,Consumer,Pakistan,Islamabad,Central,P-741,Technology,Tablets,iPad Air,6132.0,4,0.12,1495.22,Cash
ORD-3308,2022-10-20,2022-10-24,CUST-492,Clayton Powell,Corporate,Pakistan,Rawalpindi,North,P-730,Office Supplies,Pens,Premium Pen Pack,320.0,4,0.07,84.32,Bank Transfer
ORD-2158,2022-10-21,2022-10-25,CUST-110,Christy Riley,Corporate,Pakistan,Islamabad,Central,P-681,Furniture,Tables,Office Desk,3692.0,4,0.18,1004.63,Credit Card
ORD-3503,2022-10-21,2022-10-25,CUST-949,Calvin Moore,Corporate,Pakistan,Sialkot,East,P-177,Furniture,Tables,Office Desk,632.0,1,0.11,161.1,Cash
ORD-3395,2022-10-21,2022-10-25,CUST-897,Christina Daugherty,Corporate,Pakistan,Islamabad,Central,P-254,Electronics,Accessories,Gaming Mouse,6465.0,5,0.15,643.51,Credit Card
ORD-3735,2022-10-22,2022-10-23,CUST-366,Felicia Thomas,Corporate,Pakistan,Rawalpindi,North,P-228,Office Supplies,Paper,A4 Printing Paper,40.0,1,0.16,3.82,Bank Transfer
ORD-2987,2022-10-22,2022-10-23,CUST-318,Jaclyn Bridges,Corporate,Pakistan,Sialkot,East,P-272,Technology,Monitors,Samsung Monitor,2640.0,5,0.03,807.6,Debit Card
ORD-2872,2022-10-22,2022-10-23,CUST-548,William Campos,Corporate,Pakistan,Sialkot,East,P-532,Electronics,Accessories,Wireless Earbuds,4516.0,4,0.11,659.79,Bank Transfer
ORD-3947,2022-10-23,2022-10-27,CUST-562,Kim Whitaker,Home Office,Pakistan,Islamabad,Central,P-244,Technology,Laptops,Dell Inspiron,7092.0,4,0.01,1589.29,Bank Transfer
ORD-2315,2022-10-23,2022-10-26,CUST-545,Mrs. Tara Anderson,Consumer,Pakistan,Multan,West,P-212,Furniture,Chairs,Office Chair,1065.0,3,0.12,163.55,Debit Card
ORD-1349,2022-10-23,2022-10-27,CUST-719,Donald Brown,Home Office,Pakistan,Sialkot,East,P-982,Technology,Laptops,Dell Inspiron,1542.0,1,0.12,468.55,Debit Card
ORD-3520,2022-10-23,2022-10-25,CUST-141,Daniel Ruiz,Corporate,Pakistan,Islamabad,Central,P-900,Electronics,Phones,iPhone 13,1195.0,1,0.08,345.33,Bank Transfer
ORD-3402,2022-10-24,2022-10-25,CUST-992,Kimberly Gonzalez,Consumer,Pakistan,Faisalabad,East,P-978,Furniture,Tables,Office Desk,1032.0,2,0.13,243.37,Bank Transfer
ORD-3412,2022-10-26,2022-10-31,CUST-626,Sonya Parker,Corporate,Pakistan,Sialkot,East,P-347,Office Supplies,Binders,Document Binder Set,80.0,2,0.0,14.97,Bank Transfer
ORD-1345,2022-10-27,2022-11-01,CUST-221,Eric Norman,Corporate,Pakistan,Rawalpindi,North,P-376,Furniture,Tables,Office Desk,2316.0,3,0.06,631.93,Bank Transfer
ORD-1405,2022-10-29,2022-10-31,CUST-548,Amanda Martinez,Home Office,Pakistan,Rawalpindi,North,P-453,Technology,Monitors,Samsung Monitor,8490.0,5,0.17,1900.81,Bank Transfer
ORD-2430,2022-10-29,2022-10-31,CUST-896,Jared Patterson,Home Office,Pakistan,Hyderabad,South,P-730,Technology,Laptops,Dell Inspiron,5574.0,3,0.05,1120.3,Cash
ORD-2473,2022-10-29,2022-10-31,CUST-865,Austin Rogers,Consumer,Pakistan,Multan,West,P-616,Furniture,Tables,Office Desk,1985.0,5,0.04,660.67,Debit Card
ORD-2404,2022-10-31,2022-11-03,CUST-884,James Manning,Home Office,Pakistan,Islamabad,Central,P-288,Office Supplies,Binders,Document Binder Set,474.0,3,0.09,143.62,Debit Card
ORD-1897,2022-10-31,2022-11-04,CUST-901,Carlos Koch,Consumer,Pakistan,Islamabad,Central,P-579,Office Supplies,Binders,Document Binder Set,140.0,1,0.13,26.54,Credit Card
ORD-3660,2022-10-31,2022-11-02,CUST-350,Robin Moore,Corporate,Pakistan,Rawalpindi,North,P-549,Technology,Laptops,Dell Inspiron,3237.0,3,0.19,799.31,Debit Card
ORD-2322,2022-11-01,2022-11-03,CUST-900,Richard Cochran,Corporate,Pakistan,Faisalabad,East,P-959,Electronics,Accessories,Wireless Earbuds,7284.0,4,0.01,1402.92,Debit Card
ORD-1478,2022-11-01,2022-11-04,CUST-159,Michael Lewis,Consumer,Pakistan,Faisalabad,East,P-105,Office Supplies,Pens,Premium Pen Pack,270.0,5,0.16,38.32,Cash
ORD-3168,2022-11-01,2022-11-05,CUST-474,Devin Soto,Corporate,Pakistan,Quetta,West,P-697,Furniture,Tables,Office Desk,1224.0,2,0.1,376.11,Credit Card
ORD-2370,2022-11-01,2022-11-04,CUST-518,Debra Wright,Consumer,Pakistan,Multan,West,P-221,Office Supplies,Paper,A4 Printing Paper,279.0,1,0.19,69.25,Debit Card
ORD-3321,2022-11-01,2022-11-05,CUST-494,Diane Conner,Home Office,Pakistan,Lahore,North,P-726,Electronics,Phones,iPhone 13,5538.0,4,0.03,1787.32,Credit Card
ORD-2557,2022-11-02,2022-11-07,CUST-277,James Jones,Consumer,Pakistan,Lahore,North,P-707,Electronics,Phones,iPhone 13,4434.0,4,0.16,386.81,Cash
ORD-2746,2022-11-02,2022-11-04,CUST-954,Jasmine Gibbs MD,Corporate,Pakistan,Rawalpindi,North,P-234,Electronics,Accessories,Gaming Mouse,1333.5,1,0.08,154.46,Debit Card
ORD-3664,2022-11-02,2022-11-06,CUST-419,Tara Fernandez,Home Office,Pakistan,Rawalpindi,North,P-113,Office Supplies,Paper,A4 Printing Paper,346.5,3,0.12,53.55,Bank Transfer
ORD-2000,2022-11-02,2022-11-04,CUST-289,Christine Padilla,Corporate,Pakistan,Faisalabad,East,P-810,Technology,Tablets,iPad Air,3181.5,3,0.17,363.29,Bank Transfer
ORD-2760,2022-11-03,2022-11-06,CUST-489,Rhonda Nguyen,Home Office,Pakistan,Karachi,South,P-442,Technology,Laptops,Dell Inspiron,12678.0,4,0.06,2095.9,Debit Card
ORD-3405,2022-11-04,2022-11-08,CUST-644,Michael Ray,Consumer,Pakistan,Quetta,West,P-402,Electronics,Accessories,Wireless Earbuds,2997.0,2,0.12,682.85,Bank Transfer
ORD-3036,2022-11-04,2022-11-08,CUST-135,Kimberly Miller,Corporate,Pakistan,Islamabad,Central,P-509,Furniture,Storage,Filing Cabinet,937.5,5,0.1,87.08,Cash
ORD-3992,2022-11-04,2022-11-09,CUST-274,Michael Anderson,Home Office,Pakistan,Sialkot,East,P-397,Technology,Monitors,Samsung Monitor,2385.0,3,0.07,469.09,Bank Transfer
ORD-3057,2022-11-05,2022-11-06,CUST-628,Keith Brown,Corporate,Pakistan,Multan,West,P-525,Electronics,Accessories,Wireless Earbuds,7098.0,4,0.12,2111.18,Debit Card
ORD-1039,2022-11-05,2022-11-07,CUST-445,Jacqueline Williams,Consumer,Pakistan,Karachi,South,P-840,Electronics,Phones,iPhone 13,8574.0,4,0.08,1643.72,Cash
ORD-2156,2022-11-05,2022-11-10,CUST-995,Timothy Rivera,Corporate,Pakistan,Multan,West,P-454,Electronics,Accessories,Gaming Mouse,6340.5,3,0.18,1744.32,Cash
ORD-2962,2022-11-06,2022-11-08,CUST-493,Scott Griffin,Consumer,Pakistan,Multan,West,P-517,Furniture,Chairs,Office Chair,274.5,1,0.08,38.97,Credit Card
ORD-2854,2022-11-06,2022-11-11,CUST-787,Jonathan Duncan,Consumer,Pakistan,Quetta,West,P-152,Technology,Laptops,Dell Inspiron,17940.0,5,0.17,2281.7,Bank Transfer
ORD-2067,2022-11-07,2022-11-11,CUST-443,Brandon Hernandez,Corporate,Pakistan,Multan,West,P-376,Electronics,Accessories,Wireless Earbuds,9742.5,5,0.04,3222.02,Debit Card
ORD-3528,2022-11-07,2022-11-09,CUST-189,Abigail Dennis,Consumer,Pakistan,Islamabad,Central,P-105,Office Supplies,Paper,A4 Printing Paper,127.5,1,0.11,25.75,Credit Card
ORD-2163,2022-11-07,2022-11-10,CUST-622,Daniel Trevino,Home Office,Pakistan,Quetta,West,P-787,Office Supplies,Pens,Premium Pen Pack,142.5,5,0.13,37.52,Debit Card
ORD-3166,2022-11-08,2022-11-10,CUST-448,Charles Glass,Consumer,Pakistan,Quetta,West,P-660,Technology,Monitors,Samsung Monitor,3660.0,1,0.16,1050.42,Cash
ORD-1062,2022-11-08,2022-11-13,CUST-140,Jerry Ochoa,Corporate,Pakistan,Quetta,West,P-839,Technology,Tablets,iPad Air,1767.0,2,0.05,279.47,Cash
ORD-3550,2022-11-09,2022-11-12,CUST-348,Christopher Cole,Corporate,Pakistan,Multan,West,P-547,Electronics,Accessories,Gaming Mouse,4005.0,2,0.13,638.66,Cash
ORD-2450,2022-11-09,2022-11-12,CUST-341,Linda Poole,Home Office,Pakistan,Faisalabad,East,P-594,Technology,Monitors,Samsung Monitor,11146.5,3,0.18,2548.05,Bank Transfer
ORD-1230,2022-11-09,2022-11-10,CUST-501,Ann Kelly,Home Office,Pakistan,Sialkot,East,P-282,Electronics,Accessories,Wireless Earbuds,3442.5,5,0.13,395.41,Credit Card
ORD-2900,2022-11-10,2022-11-12,CUST-582,David Hernandez,Home Office,Pakistan,Quetta,West,P-141,Technology,Monitors,Samsung Monitor,10741.5,3,0.08,3454.31,Credit Card
ORD-2412,2022-11-10,2022-11-14,CUST-195,Whitney Mejia,Consumer,Pakistan,Faisalabad,East,P-393,Office Supplies,Pens,Premium Pen Pack,895.5,3,0.01,121.32,Bank Transfer
ORD-2484,2022-11-11,2022-11-14,CUST-359,Barbara Martin,Consumer,Pakistan,Lahore,North,P-827,Furniture,Storage,Filing Cabinet,823.5,1,0.1,182.44,Cash
ORD-2463,2022-11-13,2022-11-18,CUST-431,Justin Hood,Home Office,Pakistan,Islamabad,Central,P-763,Office Supplies,Paper,A4 Printing Paper,1194.0,4,0.13,176.49,Credit Card
ORD-2220,2022-11-13,2022-11-16,CUST-102,David Brennan,Consumer,Pakistan,Multan,West,P-674,Electronics,Accessories,Gaming Mouse,7794.0,4,0.03,1620.84,Debit Card
ORD-2274,2022-11-14,2022-11-16,CUST-867,Robert Mcpherson,Consumer,Pakistan,Rawalpindi,North,P-854,Technology,Tablets,iPad Air,867.0,1,0.1,167.3,Bank Transfer
ORD-2602,2022-11-14,2022-11-18,CUST-797,James Willis,Home Office,Pakistan,Faisalabad,East,P-825,Furniture,Tables,Office Desk,2268.0,2,0.12,665.24,Debit Card
ORD-1787,2022-11-14,2022-11-19,CUST-857,Robert Jones,Corporate,Pakistan,Sialkot,East,P-543,Furniture,Storage,Filing Cabinet,2607.0,2,0.11,574.76,Bank Transfer
ORD-1779,2022-11-14,2022-11-18,CUST-574,Christian Rose,Home Office,Pakistan,Faisalabad,East,P-199,Electronics,Accessories,Wireless Earbuds,2295.0,2,0.1,270.23,Debit Card
ORD-2442,2022-11-15,2022-11-19,CUST-570,Anna Martinez,Home Office,Pakistan,Islamabad,Central,P-912,Furniture,Tables,Office Desk,3487.5,3,0.14,940.69,Debit Card
ORD-1680,2022-11-15,2022-11-16,CUST-578,Steven Stephens,Home Office,Pakistan,Multan,West,P-351,Office Supplies,Paper,A4 Printing Paper,702.0,4,0.2,90.08,Credit Card
ORD-2056,2022-11-16,2022-11-20,CUST-649,Karen Davis,Corporate,Pakistan,Multan,West,P-798,Furniture,Tables,Office Desk,2304.0,2,0.0,369.51,Credit Card
ORD-2920,2022-11-16,2022-11-21,CUST-907,Molly Mills,Home Office,Pakistan,Islamabad,Central,P-301,Electronics,Accessories,Wireless Earbuds,3954.0,4,0.03,1175.52,Debit Card
ORD-3876,2022-11-16,2022-11-20,CUST-457,Rachel Douglas,Corporate,Pakistan,Islamabad,Central,P-656,Technology,Tablets,iPad Air,3681.0,3,0.12,421.32,Credit Card
